"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"patent_holder";"classification";"cited_patent_name";"cited_publication_number";"cited_publication_date";"cited_application_number";"cited_application_date";"cited_grant_number";"cited_grant_date";"cited_priority_date";"cited_inventors";"cited_patent_holder";"cited_classification";"cited_claims_count";"cited_cited_patents_count";"cited_cited_by_count";"cited_legal_status";"cited_family_to_family_reference";"added_by"
"""US10004199B1""";"""Maize inbred PH2TTH""";"""US10004199B1""";"";"""US15/447,189""";"2017/3/2";"""Pioneer Hi Bred International Inc""";"""A01H5/10||A01H6/4684||A01H1/02||C12N15/8241||C12N15/8243||C12N15/8245||C12N15/8247||C12N15/8251||C12N15/8271||C12N15/8274||C12N15/8279||C12N15/8286||C12N15/8289||""";"""Maize hybrid X80N507""";"""US10912267B1""";"2021/2/9";"""US16/510,191""";"2019/7/12";"""US10912267B1""";"2021/2/9";"2019/7/12";"""Gustavo Marcelo Garcia,Leonardus Johannes Maria Hendrickx,Steven Paul King,Jean-Marc Montpetit""";"";"""A01H5/10||A01H6/4684||""";"20";"7";"0";"""US - Active""";FALSE;FALSE
"""US10004200B1""";"""Soybean variety P000A87R""";"""US10004200B1""";"";"""US15/588,740""";"2017/5/8";"""Pioneer Hi Bred International Inc""";"""A01H5/10||A01H6/542||A01H1/02||C07K14/325||C12N15/8243||C12N15/8245||C12N15/8247||C12N15/8251||C12N15/8271||C12N15/8274||C12N15/8279||C12N15/8286||C12N15/8289||""";"""Soybean variety 5PBAK86""";"""US10966400B1""";"2021/4/6";"""US16/568,338""";"2019/9/12";"""US10966400B1""";"2021/4/6";"2019/9/12";"""Andrea Beth Kalvig,Nadia Nikolayevna Krasheninnik""";"";"""A01H6/542||A01H5/10||""";"20";"2";"0";"""US - Active Active, CA - Active Active""";FALSE;FALSE
"""US10004201B1""";"""Soybean variety P007A90R""";"""US10004201B1""";"";"""US15/588,743""";"2017/5/8";"""Pioneer Hi Bred International Inc""";"""A01H5/10||A01H6/542||A01H1/02||C07K14/325||C12N15/8243||C12N15/8245||C12N15/8247||C12N15/8251||C12N15/8271||C12N15/8274||C12N15/8279||C12N15/8286||C12N15/8289||""";"""Soybean variety 5PCVB54""";"""US11096365B2""";"2021/8/24";"""US16/568,355""";"2019/9/12";"""US11096365B2""";"2021/8/24";"2019/9/12";"""Andrea Beth Kalvig,Nadia Nikolayevna Krasheninnik""";"";"""A01H6/542||A01H5/10||""";"20";"2";"0";"""US - Active Active, CA - Active Active""";FALSE;FALSE
"""US10004202B1""";"""Inbred corn line 7SSDE1042""";"""US10004202B1""";"";"""US15/632,899""";"2017/6/26";"""Agrigenetics Inc""";"""A01H6/4684||A01H5/10||C12N5/04||A01H1/00||A01H4/00||A01H5/00||""";"""Maize hybrid X18R026""";"""US11206789B1""";"2021/12/28";"""US16/907,368""";"2020/6/22";"""US11206789B1""";"2021/12/28";"2020/6/22";"""David Uhr""";"";"""A01H6/4684||A01H5/10||""";"20";"3";"0";"";FALSE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Calibration and detection techniques in haptic systems""";"""US11189140B2""";"2021/11/30";"""US15/396,851""";"2017/1/3";"";"2021/11/30";"2016/1/5";"""Benjaimin John Oliver Long,Michele Iodice,Thomas Andrew Carter""";"";"""G01S15/06||G06F3/011||G06F3/016||G06F3/017||G06F3/0436||G08B6/00||G10K11/34||H01H2215/00||H01H2215/03||""";"11";"231";"22";"""US - Active  Pending Search and Examination Application Filing Pending Pending, SG - Active  Pending Search and Examination Application Filing Pending Pending, JP - Active  Pending Search and Examination Application Filing Pending Pending, KR - Active  Pending Search and Examination Application Filing Pending Pending, WO - Active  Pending Search and Examination Application Filing Pending Pending, CN - Active  Pending Search and Examination Application Filing Pending Pending, EP - Active  Pending Search and Examination Application Filing Pending Pending, IL - """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Rodents having a humanized tmprss gene""";"""SG10202001578RA""";"2020/4/29";"""SG10202001578RA""";"2017/2/27";"";"";"2016/2/29";"""Ngambo Lisa Purcell,Alexander O Mujica,Yajun Tang""";"";"""A01K67/0275||A01K67/0278||C07K14/47||C12N15/63||C12N15/86||C12N5/0606||C12N9/6424||A01K2207/15||A01K2217/072||A01K2227/10||A01K2227/105||A01K2267/0337||A61K48/00||C07K2319/00||C12N15/09||C12N2710/10332||""";"";"29";"2";"""SG - Pending   Pending  Active Active Application Filing Pending   Active Active, CA - Pending   Pending  Active Active Application Filing Pending   Active Active, PT - Pending   Pending  Active Active Application Filing Pending   Active Active, KR - Pending   Pending  Active Active Application Filing Pending   Active Active, EP - Pending   Pending  Active Active Application Filing Pending   Active Active, DK - Pending   Pending  Active Active Application Filing Pending   Active Active, CN - Pending   Pending  Active Active Application Filing Pending   Active Active, US - Pending, WO - Pending   Pending  Active Active Application Filing Pending   Active Active, AU - Pending   Pending  Active Active Application Filing Pending   Active Active, RU - Pending   Pending  Active Active Application Filing Pending   Active Active, IL - Active """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Preparation method and application of humanized modified animal model of CD47 gene""";"""CN108588126B""";"2020/4/10";"""CN201810295709.7A""";"2018/3/30";"""CN108588126B""";"2020/4/10";"2017/3/31";"""������,����,�߽�,��ި,�г���,������""";"";"""C12N15/907||C07K14/70596||A01K67/0278||C07K14/70503||C07K19/00||C12N15/113||C12N15/1138||C12N15/8509||C12N5/0604||C12N5/0693||C12N9/22||G01N33/57492||A01K2207/15||A01K2217/072||A01K2227/105||A01K2267/03||A01K2267/0393||C07K2319/00||C12N2310/10||C12N2310/20||C12N2510/00||C12N2800/107||C12N2810/10||G01N2333/70596||G01N2800/52||""";"28";"22";"14";"""CN - Active Application Filing, WO - Active Application Filing, US - Pending""";TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Blocking plate structure for improved acoustic transmission efficiency""";"""EP3787806A1""";"2021/3/10";"""EP19723179.8A""";"2019/5/2";"";"";"2018/5/2";"""Justin BUCKLAND,Adam Jackson,Amaru ARAYA-WILLIAMS,Benjamin LONG,Brian Kappus""";"";"""B06B1/067||F04B45/047||G10K11/02||H04R1/025||H04R1/2811||F04B43/046||""";"";"161";"4";"""EP - Pending Pending  Pending Application Filing Pending  Active , CA - Pending Pending  Pending Application Filing Pending  Active , KR - Pending Pending  Pending Application Filing Pending  Active , CN - Pending Pending  Pending Application Filing Pending  Active , WO - Pending Pending  Pending Application Filing Pending  Active , AU - Pending Pending  Pending Application Filing Pending  Active , SG - Pending Pending  Pending Application Filing Pending  Active , US - Pending, BR - Pending Pending  Pending Application Filing Pending  Active """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Non-human animal model of DITRA disease and uses thereof""";"""KR20210031868A""";"2021/3/23";"""KR1020207037963A""";"2019/7/16";"";"";"2018/7/16";"""??? ??. ??,???? ?. ???,?-? ??? ??,?? ?????,????? ???""";"";"""A01K67/0278||C07K14/54||C07K14/545||C07K14/7155||C07K16/244||C07K16/2866||C12N15/8509||A01K2207/15||A01K2217/072||A01K2217/15||A01K2227/105||A01K2267/0368||C07K2317/24||C07K2317/76||C07K2319/02||C07K2319/03||C12N2015/8527||""";"45";"7";"0";"""KR - Pending Pending  Pending  Pending Pending Pending, AU - Pending Pending  Pending  Pending Pending Pending, CN - Pending Pending  Pending  Pending Pending Pending, WO - Pending Pending  Pending  Pending Pending Pending, EP - Pending Pending  Pending  Pending Pending Pending, SG - Pending Pending  Pending  Pending Pending Pending, US - Pending Pending  Pending  Pending Pending Pending, CA - Pending Pending  Pending  Pending Pending Pending, JP - Pending Pending  Pending  Pending Pending Pending""";TRUE;TRUE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Tracking techniques in haptic systems""";"""US11169610B2""";"2021/11/9";"""US17/092,333""";"2020/11/9";"";"2021/11/9";"2019/11/8";"""Mantalena Sarafianou,Michele Iodice,Rafel Jibry""";"";"""G06F3/017||G06F3/016||G06F3/0436||G06F3/04883||G10K11/346||G10K11/348||""";"19";"230";"0";"""US - Active , WO - Active """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Humanized cytokine animal model, preparation method and application""";"""CN111304246B""";"2021/5/4";"""CN201911300689.9A""";"2019/12/17";"""CN111304246B""";"2021/5/4";"2019/12/17";"""������,������,Ҧ��ά,������,������,����,��ި,����,�г���""";"";"""C12N15/8509||A01K67/0276||A01K67/0278||A61K49/0008||C07K14/5412||C07K14/7155||C12N15/1136||C12N15/1138||C12N15/907||A01K2207/15||A01K2217/072||A01K2217/075||A01K2227/105||A01K2267/0325||A01K2267/0368||C07K2319/00||C12N2310/20||C12N2800/107||""";"26";"9";"3";"""CN - Active""";TRUE;TRUE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Non-human animals having a humanized cxcl13 gene""";"""WO2021216505A1""";"2021/10/28";"""PCT/US2021/028087""";"2021/4/20";"";"";"2020/4/21";"""Davor Frleta,Naxin Tu,Justin GRINDLEY""";"";"""A01K67/0275||C07K14/521||A01K2207/12||A01K2207/15||A01K2217/072||A01K2217/15||A01K2227/105||A01K2267/0331||""";"";"12";"0";"""WO - """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Humanized IL-6 and IL-6 receptor""";"""US11102962B2""";"2021/8/31";"""US16/502,197""";"2019/7/3";"""US11102962B2""";"2021/8/31";"2011/10/28";"""Li-Hsien Wang,Anthony T. Dore, JR.,Sean Stevens,Andrew J. Murphy""";"";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"11";"26";"44";"""EP - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , SG - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , WO - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , HU - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , JP - IP Right Grant IP Right Grant Active Active Pending, IN - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , PT - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , DK - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , MX - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , SI - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , CN - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , RU - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , BR - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , ES - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , LT - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , KR - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , RS - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , US - IP Right Grant Active, PL - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , CA - Active  Application Filing  Active     IP Right Grant  Pending   Application Discontinuation Active  IP Right Grant  Active  Pending Active   Active Application Filing   Active  , IL - IP Right Grant Active, HK - Active Active, ZA - IP Right Grant   Active Active   , HR - , CY - , SM - IP Right Grant   Active Active   , AU - Active Active""";FALSE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Genetically modified mice and graft""";"""ES2591107T3""";"2016/11/24";"""ES10822486.6T""";"2010/10/4";"""ES2591107T3""";"2016/11/24";"2009/10/6";"""Sean Stevens,Andrew J. Murphy,Richard Flavell,Elizabeth Eynon,Jorge Galan,Tim Willinger,Markus G. Manz,Anthony Rongvaux,George D. Yancopoulos""";"";"""A01K67/0278||A01K67/0271||A01K67/0275||A61K49/00||C07K14/524||C07K14/535||C07K14/5403||C07K14/7155||C12N9/00||A01K2207/12||A01K2207/15||A01K2217/072||A01K2217/075||A01K2217/15||A01K2227/105||A01K2267/03||A01K2267/0331||A01K2267/0337||A01K2267/0381||A01K2267/0387||""";"1";"67";"30";"""ES - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , WO - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , DK - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , CA - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , AU - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , EP - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , JP - Pending, PT - Active Application Filing  Pending Active Active Active Active Active Active Active   Active , US - Active, HK - Active""";TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Genetically modified non-human animals and methods of use thereof""";"""NZ746089A""";"2020/5/29";"""NZ746089A""";"2013/9/6";"";"";"2012/9/7";"""Andrew Murphy,Richard Flavell,Markus Manz,Anthony Rongvaux,Till Strowig,Tim Willinger,Sean Stevens,George Yancopoulos""";"";"""A01K67/0278||A01K67/027||A01K67/0271||C12N15/8509||C12N15/87||A01K2207/12||A01K2207/15||A01K2217/072||A01K2217/15||A01K2227/105||A01K2267/0331||A01K2267/0381||A01K2267/0387||""";"";"66";"22";"""NZ - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , KR - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , JP - Pending, CN - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , AU - Pending Pending, SG - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , US - Pending Pending, CA - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , MX - IP Right Grant  , RU - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , WO - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , IN - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , EP - IP Right Grant Active Active Active  Active Active Pending IP Right Grant  Application Filing IP Right Grant  Pending   , IL - Pending Pending, HK - IP Right Grant  """;TRUE;FALSE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""Non-human animals having a humanized signal-regulatory protein gene""";"""SG10201801326PA""";"2018/3/28";"""SG10201801326PA""";"2014/9/23";"";"";"2013/9/23";"""Andrew J Murphy,O Gavin Thurston,Bindu Varghese,Cagan Gurer""";"";"""A01K67/0278||A61K49/0008||C07K14/70596||C12N15/8509||C12N15/89||C12N15/907||C12N9/16||G01N33/5011||G01N33/5088||A01K2207/12||A01K2207/15||A01K2217/05||A01K2217/052||A01K2217/054||A01K2217/072||A01K2227/10||A01K2227/105||A01K2267/01||A01K2267/0331||A01K2267/0381||A01K2267/0387||C07K14/70503||C07K16/2809||C07K16/2887||C07K2317/31||C07K2319/00||C12N15/902||C12N2015/8518||C12N2015/8527||C12N2015/8572||C12N2800/30||C12Y301/03048||G01N2500/04||G01N2500/10||""";"";"19";"24";"""SG - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, DK - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, MX - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, PL - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, ES - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, LT - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, EP - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, PT - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, WO - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, HU - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, KR - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, AU - Active Pending, JP - Pending Pending, CN - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, SI - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, CA - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, RS - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, US - Pending Pending, TR - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, RU - IP Right Grant  Active  Pending  Active Application Filing  IP Right Grant Active Active Active Active  Pending   Active  Active   Application Discontinuation  Active  Active, HK - Active, IL - Active IP Right Grant Active, ZA - IP Right Grant   Active, PH - IP Right Grant   Active, HR - Active   Active, CY - Active   Active""";TRUE;TRUE
"""US10004211B2""";"""Humanized IL""";"""US20170055506A1""";"2017/3/2";"""US15/350,739""";"2016/11/14";"""Regeneron Pharmaceuticals Inc""";"""A01K67/0278||A01K67/0275||C07K14/5412||C07K14/7155||C12N15/63||C12N15/907||C12N5/0606||C12N5/10||C12N5/16||A01K2207/15||A01K2217/052||A01K2217/072||A01K2217/15||A01K2227/10||A01K2227/105||A01K2267/02||A01K2267/03||C07K2319/00||""";"""The non-human animal of B cell activation factor gene with humanization""";"""CN105792646B""";"2018/3/2";"""CN201480063161.3A""";"2014/11/10";"""CN105792646B""";"2018/3/2";"2013/11/19";"""J������ֿ�,C�����׶�,L���������,A��J��Ī��""";"";"""A01K67/0278||C07K14/70575||C12N15/8509||G01N33/5088||A01K2207/12||A01K2207/15||A01K2217/07||A01K2217/072||A01K2227/105||A01K2267/03||A01K2267/0325||A01K2267/0381||A01K2267/0387||C07K2319/00||C12N2015/8563||G01N2500/10||""";"16";"19";"7";"""KR - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, MX - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, RU - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, CA - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, ES - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, CN - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, WO - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, BR - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, JP - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, SG - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, AU - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, EP - IP Right Grant IP Right Grant  Active Active Active Application Filing Application Discontinuation Active   Active Withdrawn Abandoned Active Active, US - Active, IL - IP Right Grant  , HK - IP Right Grant  """;TRUE;TRUE
